salary
106068
50538
53136
61566
66924
68262
68262
68262
73164
74628
78012
78012
82788
83616
94524
75996
87198
151896
154932
154932
154932
154932
162684
78450
80022
80022
80022
91446
104742
62214
63456
63456
70062
74946
76446
76446
76446
81924
86508
87372
87372
92718
93648
99978
62742
62742
69270
74328
75816
82008
87888
92268
93192
93192
98898
99888
74946
74946
82746
85644
87354
62214
70488
70488
80544
84876
84876
84876
90960
92778
111078
62742
47808
50538
58668
63720
141888
100980
61512
121464
68262
68262
68262
73164
74628
78012
78012
82788
83616
86142
90024
71790
76266
66552
67884
75102
88578
90348
90348
90348
96828
101958
102978
102978
109278
65292
69684
75510
80016
53136
55764
64662
66924
68262
68262
68262
75726
77238
78012
78012
82788
86520
89130
90024
75996
77514
77514
77514
88578
93276
93276
93276
99960
101958
52788
57744
61932
64992
68262
73164
74628
75372
75372
82788
83616
86142
87006
66552
67884
67884
82008
62742
62742
69270
74328
75816
75816
75816
36984
81252
85278
86130
86130
91404
92316
95106
96060
60600
60600
66906
69270
73116
73116
73116
78360
79926
83706
83706
88830
89718
92430
93354
73476
74946
74946
81126
60600
75102
85818
87534
87534
87534
96828
98766
99756
99756
105864
110370
111474
58572
60600
66906
69270
70656
70656
69264
69264
76476
79152
80736
80736
73632
75102
75102
75102
85818
90348
90348
90348
96828
98766
50538
61566
66924
68262
68262
68262
73164
74628
78012
78012
82788
83616
86142
90024
52788
59412
66006
36984
57744
61932
64992
68262
73164
74628
75372
75372
82788
83616
86142
87006
71382
74946
74946
58572
58572
66906
69270
70656
70656
70656
78360
79926
80724
80724
85662
89718
92430
93354
58572
58572
66906
69270
70656
70656
70656
83916
84756
84756
89946
94236
97080
98052
71382
72810
72810
72810
85818
87534
87534
87534
93816
95694
99756
99756
53136
55764
64662
66924
68262
68262
78012
78012
82788
83616
89130
90024
57744
61932
64992
68262
73164
74628
75372
75372
79980
83616
57426
49548
86142
87006
67326
80400
82746
69264
69264
76476
79152
71382
72810
72810
80400
65946
71790
76266
55764
58572
64662
66924
68262
68262
70656
75726
77238
78012
78012
85662
86520
89130
90024
54636
58896
61932
64992
73164
74628
75372
75372
79980
83616
86142
87006
60600
60600
69270
76764
76764
76764
85344
87048
87918
87918
93300
66906
69270
73116
73116
73116
78360
79926
83706
83706
88830
89718
92430
96060
71382
72810
72810
75102
85818
87534
87534
87534
96828
66006
45750
52092
40830
98766
99756
99756
105864
110370
111474
69264
69264
69264
55764
58572
64662
66924
68262
68262
70656
75726
77238
78012
78012
85662
96474
97440
69264
69264
76476
79152
80736
80736
80736
73632
75102
75102
75102
88578
90348
90348
90348
96828
101958
102978
102978
122718
162684
53136
55764
64662
66924
68262
68262
77238
78012
78012
82788
86520
89130
90024
58572
58572
64662
66924
70656
70656
70656
75726
77238
80724
80724
85662
86520
89130
93354
69264
69264
76476
79152
80736
80736
67908
78450
80022
80022
80022
55764
58572
64662
66924
68262
68262
70656
75726
77238
78012
92718
93648
96474
97440
64926
64926
71682
76476
78006
78006
78006
83604
59724
64374
68382
71748
79980
80778
83220
84054
60600
60600
66906
71682
73116
73116
73116
78360
79926
60600
71682
73116
73116
73116
78360
82878
83706
83706
88830
89718
95106
96060
69264
69264
69264
66552
67884
67884
80400
82008
73632
75102
75102
75102
85818
90348
90348
90348
96828
98766
102978
102978
63654
43104
59412
59412
109278
110370
111474
55764
58572
64662
66924
68262
68262
70656
75726
77238
78012
78012
85662
86520
94524
73476
74946
74946
82746
85644
87354
87354
87354
93618
95490
55764
58572
64662
66924
71700
71700
79500
81090
81900
81900
86910
90846
93588
94524
69108
83214
84876
84876
87534
93816
95694
96648
96648
105864
106920
107988
58572
60600
66906
69270
70656
70656
73116
78360
79926
80724
80724
88830
89718
92430
93354
58572
58572
64662
66924
68262
70656
70656
75726
77238
78012
52092
80724
85662
86520
89130
90024
69264
69264
67326
67326
74328
76476
78006
62742
62742
69270
71682
75816
75816
75816
81252
82878
86130
86130
91404
92316
95106
96060
58572
58572
66924
70656
70656
70656
75726
77238
80724
85662
86520
89130
60600
60600
66906
69270
73116
73116
73116
78360
79926
83706
83706
88830
89718
92430
93354
58572
58572
66906
69270
70656
70656
70656
78360
79926
80724
58572
58572
64662
66924
68262
70656
75726
77238
78012
80724
103590
104628
104628
66006
61512
57426
47808
55794
60720
64992
68262
68262
73164
74628
75372
78012
82788
83616
86142
87006
69264
69264
76476
79152
80736
80736
80736
86532
60600
60600
66906
71682
73116
73116
73116
78360
82878
89718
95106
96060
58572
58572
64662
66924
68262
68262
70656
75726
77238
78012
78012
85662
86520
89130
90024
62742
62742
69270
71682
73116
75816
75816
81252
82878
83706
58572
60600
66906
69270
70656
70656
73116
78360
79926
80724
61530
68994
73296
79224
84054
68994
57426
54672
36984
66006
59412
73296
79224
80016
60600
60600
66906
71682
73116
73116
73116
78360
82878
83706
83706
88830
89718
95106
43104
58896
61932
69648
74628
75372
75372
79980
80778
80808
82422
82422
82422
94188
96072
96072
96072
102960
60600
60600
66906
69270
73116
73116
73116
78360
79926
83706
83706
88830
89718
60600
60600
69270
71682
73116
73116
73116
81252
82878
83706
83706
88830
92316
95106
96060
71382
72810
72810
72810
85818
87534
87534
87534
93816
98766
99756
99756
105864
43104
42258
106920
111474
67326
67326
74328
76476
78006
78006
78006
83604
85278
86130
66552
66552
67884
67884
80400
82008
82008
82008
90456
92268
93192
93192
98898
69264
69264
50538
53136
61566
66924
68262
68262
68262
73164
74628
78012
78012
82788
83616
86142
90024
58572
72810
83214
84876
84876
87534
93816
95694
96648
96648
105864
106920
107988
60600
60600
66906
71682
73116
73116
73116
78360
82878
83706
83706
88830
89718
95106
96060
58572
60600
66906
69270
70656
70656
73116
78360
79926
63654
58572
58572
64662
66924
68262
68262
70656
75726
77238
78012
78012
85662
86520
89130
90024
65292
80016
58572
60600
66906
69270
70656
70656
73116
78360
79926
80724
80724
88830
89718
90618
58572
60600
66906
69270
70656
70656
73116
78360
79926
80724
58572
58572
66906
69270
70656
70656
70656
78360
79926
80724
80724
85662
89718
92430
93354
62742
62742
69270
71682
75816
75816
75816
81252
82878
86130
86130
86130
68994
73296
79224
80016
60600
60600
36984
57426
59412
57426
54672
43104
69270
71682
73116
79134
87888
89646
90540
90540
96084
99888
102900
103932
64926
64926
78006
78006
78006
83604
52788
57744
61932
64992
68262
73164
74628
75372
75372
82788
83616
86142
87006
54636
58896
61932
64992
73164
74628
75372
75372
79980
83616
86142
71382
72810
72810
72810
83214
98640
57744
61932
64992
68262
73164
74628
75372
75372
79980
83616
86142
87006
65292
69684
75510
80016
62742
62742
69270
74328
75816
75816
75816
81252
85278
86130
62742
62742
57426
61512
59412
63654
71682
74328
75816
75816
75816
60600
60600
66906
70656
73116
73116
78360
79926
80724
80724
60600
60600
66906
71682
73116
73116
73116
78360
82878
83706
83706
88830
89718
95106
64926
64926
71682
74328
78006
78006
78006
83604
85278
86130
58572
58572
64662
66924
68262
70656
70656
75726
77238
78012
80724
85662
86520
89130
90024
73476
74946
58572
58572
64662
69270
70656
70656
70656
75726
79926
80724
80724
85662
86520
92430
93354
58572
58572
66906
69270
40830
43104
61512
61512
57426
70656
70656
70656
78360
79926
80724
80724
85662
55764
58572
64662
66924
62742
58572
60600
66906
69270
70656
70656
73116
78360
79926
80724
80724
88830
89718
92430
60600
60600
69270
71682
73116
73116
73116
81252
58572
58572
64662
66924
70656
70656
70656
75726
77238
80724
80724
85662
86520
89130
90024
58572
58572
64662
66924
68262
70656
70656
75726
77238
78012
80724
85662
86520
89130
90024
71382
72810
72810
80400
83214
58572
60600
66906
69270
70656
70656
73116
54672
57426
57426
78360
79926
88830
89718
92430
93354
73476
74946
74946
82746
85644
87354
87354
87354
93618
95490
96444
47808
55794
60720
64992
68262
68262
73164
74628
75372
78012
82788
83616
86142
87006
58572
60600
66906
69270
70656
70656
82272
83916
84756
84756
93300
94236
97080
98052
62214
65646
65646
72480
74946
76446
79134
79134
84810
86508
87372
90540
96084
97044
99978
57744
61932
64992
68262
73164
74628
62742
62742
69270
71682
73116
75816
75816
60600
60600
54672
57426
57426
100980
66906
69270
70656
73116
73116
78360
79926
80724
83706
88830
89718
92430
60600
60600
66906
71682
73116
73116
73116
78360
82878
83706
83706
88830
89718
95106
96060
67326
67326
74328
76476
78006
71382
72810
55764
58572
64662
66924
68262
68262
70656
75726
77238
78012
78012
85662
86520
89130
90024
66828
68166
68166
75258
78006
78006
83604
85278
58572
60600
66906
69270
70656
70656
73116
78360
79926
80724
80724
83706
60600
60600
66906
69270
70656
73116
57426
52092
59412
57426
59412
79926
80724
83706
88830
89718
59724
64374
68382
71748
79980
80778
83220
75996
80022
80022
80022
58572
58572
64662
69270
70656
70656
70656
75726
79926
80724
80724
85662
86520
92430
93354
55728
58896
61932
69648
74628
75372
75372
79980
80778
86142
87006
36984
47808
55794
60720
64992
68262
68262
73164
74628
75372
78012
82788
83616
86142
87006
50538
53136
61566
66924
68262
68262
68262
73164
77238
78012
78012
82788
83616
89130
90024
62742
71682
68616
55728
57426
46872
66006
58896
61932
69648
74628
75372
75372
79980
80778
86142
87006
60600
60600
83214
84876
87534
87534
93816
95694
96648
99756
105864
106920
107988
107988
60600
60600
66906
71682
73116
73116
73116
78360
82878
83706
83706
88830
89718
95106
96060
62742
62742
69270
74328
75816
75816
75816
81252
85278
86130
86130
58572
60600
66906
69270
70656
70656
73116
78360
54636
58896
61932
64992
73164
74628
75372
75372
79980
83616
86142
87006
58572
64662
66924
70656
70656
57426
59412
61512
57426
40830
70656
75726
77238
80724
80724
85662
86520
89130
93354
64578
68166
68166
75258
78072
79632
82008
55728
58896
66378
71040
75372
75372
79980
80778
83220
87006
47808
50538
58668
63720
68262
68262
68262
73164
74628
78012
78012
82788
83616
101442
64926
64926
74328
76476
78006
78006
78006
83604
85278
86130
86130
60600
60600
66906
71682
73116
73116
73116
78360
82878
83706
83706
88830
89718
95106
96060
69330
72810
72810
84876
84876
84876
90960
92778
93708
93708
36984
63654
57426
43104
93708
47808
55794
60720
64992
68262
68262
73164
74628
75372
78012
82788
83616
86142
87006
78450
82422
82422
55764
58572
64662
66924
73968
76446
92778
93708
93708
102564
103590
104628
104628
58572
58572
64662
69270
70656
70656
70656
75726
79926
80724
80724
85662
86520
92430
93354
65646
74946
77580
79134
79134
79134
87888
89646
90540
67938
72510
64356
65646
65646
74946
77580
79134
79134
79134
87888
89646
96084
99888
102900
43104
58896
61932
69648
74628
75372
75372
79980
57426
59412
80778
83220
87006
68994
73296
79224
84054
62742
62742
69270
74328
75816
62742
62742
71682
74328
75816
75816
75816
83604
85278
86130
86130
91404
92316
95106
96060
58572
58572
66906
69270
70656
70656
70656
78360
79926
80724
80724
85662
89718
92430
93354
55764
58572
64662
73968
73968
90960
92778
93708
93708
102564
103590
104628
104628
68994
73296
79224
80016
84054
68994
73296
79224
80016
58572
58572
64662
66924
68262
70656
70656
58896
61932
69648
61512
61512
52092
43104
43104
74628
75372
75372
79980
80778
83220
87006
47808
50538
58668
63720
68262
68262
68262
73164
74628
50538
58668
63720
68262
68262
68262
73164
74628
75372
78012
82788
83616
86142
87006
66552
67884
67884
80400
82008
82008
82008
87888
92268
93192
93192
98898
99888
53136
55764
64662
66924
68262
68262
68262
73164
77238
78012
78012
82788
83616
89130
72810
72810
72810
85818
87534
98640
60600
60600
66906
71682
73116
73116
73116
78360
82878
83706
83706
88830
89718
95106
96060
49548
58572
58572
64662
66924
76446
76446
81924
83562
84396
87372
92718
93648
96474
97440
55764
58572
64662
66924
68262
68262
70656
75726
77238
78012
78012
85662
86520
89130
90024
55764
58572
64662
66924
68262
68262
90960
92778
93708
93708
102564
103590
104628
104628
48078
50490
64356
65646
65646
77580
79134
79134
89646
90540
90540
96084
97044
102900
71382
74946
74946
74946
36984
47808
50538
58668
63720
68262
68262
68262
73164
74628
78012
78012
82788
83616
86142
57426
52092
47604
55794
60720
64992
68262
68262
73164
74628
75372
75372
82788
83616
86142
87006
64926
64926
71682
74328
75816
78006
78006
83604
85278
47808
55794
60720
64992
68262
68262
73164
74628
75372
78012
82788
83616
64374
68382
71748
79980
80778
88296
66552
67884
67884
74946
77580
82008
82008
82008
87888
98898
99888
102900
58572
58572
64662
66924
68262
70656
70656
75726
77238
78012
80724
85662
86520
89130
90024
75996
77514
77514
77514
88578
93276
93276
93276
112254
162684
162684
43104
162684
53136
55764
64662
66924
68262
68262
68262
73164
